datetime,Date,PeriodID,System Price Yen/kWh,Hokkaido Yen/kWh,Tohoku Yen/kWh,Tokyo Yen/kWh,Chuubu Yen/kWh,Hokuriku Yen/kWh,Kansai Yen/kWh,Chuugoku Yen/kWh,Kyushu Yen/kWh,Shikoku Yen/kWh,Sell Bid Volume kWh,Buy Bid Volume kWh,Contracted Total Volume kWh,Sell Block Bid Total Volume kWh,Sell Block Contracted Total Volume kWh,Buy Block Bid Total Volume kWh,Buy Block Contracted Total Volume kWh
2026-01-01 00:00:00,2026-01-01,1,9.25,9.29,9.29,9.29,9.15,9.15,9.15,9.15,9.15,9.15,22514650,18170300,14686550,5910300.0,894200.0,1071050.0,870050.0
2026-01-01 00:30:00,2026-01-01,2,9.17,9.25,9.25,9.25,9.25,8.78,8.78,8.78,8.78,8.78,24128800,18511650,15028950,7750400.0,1338900.0,1806450.0,1291450.0
2026-01-01 01:00:00,2026-01-01,3,9.13,9.25,9.25,9.25,9.25,8.68,8.68,8.68,8.68,8.68,24547550,18786800,15065900,8079250.0,1452350.0,2030550.0,1315550.0
2026-01-01 01:30:00,2026-01-01,4,9.07,9.25,9.25,9.25,9.25,8.68,8.68,8.68,8.68,8.68,24724950,18595350,15134850,8262050.0,1484350.0,2297700.0,1564200.0
2026-01-01 02:00:00,2026-01-01,5,9.1,9.23,9.23,9.23,9.23,8.68,8.68,8.68,8.68,8.68,24944600,18579650,15180000,8510400.0,1511400.0,2395300.0,1650300.0
2026-01-01 02:30:00,2026-01-01,6,9.09,9.15,9.15,9.15,9.15,8.86,8.86,8.86,8.86,8.86,24901200,18593900,15174150,8546700.0,1458750.0,2287750.0,1528250.0
2026-01-01 03:00:00,2026-01-01,7,9.15,9.23,9.23,9.23,9.23,8.86,8.86,8.86,8.86,8.86,24511600,18669050,15139600,8570150.0,1441000.0,2474000.0,1714500.0
2026-01-01 03:30:00,2026-01-01,8,9.08,9.11,9.11,9.11,9.11,8.0,8.0,8.0,8.0,8.0,24902750,18365950,15096100,8619300.0,1419800.0,1959600.0,1354100.0
2026-01-01 04:00:00,2026-01-01,9,9.1,9.16,9.16,9.16,9.16,8.68,8.68,8.68,8.68,8.68,24867100,18270300,15029550,8755250.0,1433900.0,1692500.0,1135500.0
2026-01-01 04:30:00,2026-01-01,10,9.1,9.2,9.2,9.2,9.2,8.62,8.62,8.62,8.62,8.62,24935000,18235100,14971600,8880100.0,1413350.0,1851550.0,1334050.0
