datetime,Date,PeriodID,System Price Yen/kWh,Hokkaido Yen/kWh,Tohoku Yen/kWh,Tokyo Yen/kWh,Chuubu Yen/kWh,Hokuriku Yen/kWh,Kansai Yen/kWh,Chuugoku Yen/kWh,Kyushu Yen/kWh,Shikoku Yen/kWh,Sell Bid Volume kWh,Buy Bid Volume kWh,Contracted Total Volume kWh,Sell Block Bid Total Volume kWh,Sell Block Contracted Total Volume kWh,Buy Block Bid Total Volume kWh,Buy Block Contracted Total Volume kWh
2017-01-02 07:00:00,2017-01-02,15,6.0,8.42,6.0,6.0,5.94,5.94,5.94,5.94,5.94,5.94,8409000,2580000,1179500,5874500.0,349000.0,,
2017-01-02 07:30:00,2017-01-02,16,6.11,8.42,7.25,7.25,5.94,5.94,5.94,5.94,5.94,5.94,8768500,2666500,1098500,6299500.0,374000.0,,
2017-01-02 08:00:00,2017-01-02,17,7.16,8.44,7.46,7.46,5.94,5.94,5.94,5.94,5.94,5.94,9335000,2825500,1217000,6509500.0,414000.0,,
2017-01-02 08:30:00,2017-01-02,18,7.26,11.63,8.2,8.2,5.94,5.94,5.94,5.94,5.94,5.94,9611000,2931500,1312500,6644500.0,399000.0,,
2017-01-02 09:00:00,2017-01-02,19,7.21,10.36,7.52,7.52,5.94,5.94,5.94,5.94,5.94,5.94,9935500,3129500,1472500,6774500.0,424000.0,,
2017-01-02 09:30:00,2017-01-02,20,7.21,10.36,7.52,7.52,5.94,5.94,5.94,5.94,5.94,5.94,10085500,3140500,1491000,6924500.0,424000.0,,
2017-01-02 10:00:00,2017-01-02,21,6.9,11.63,7.42,7.42,5.62,5.62,5.62,5.62,5.62,5.62,11332500,3249000,1644500,7253500.0,658000.0,,
2017-01-02 10:30:00,2017-01-02,22,6.11,11.63,7.19,7.19,5.6,5.6,5.6,5.6,5.6,5.6,11522000,3219500,1638000,7403500.0,658000.0,,
2017-01-02 11:00:00,2017-01-02,23,5.94,10.36,7.1,7.1,5.37,5.37,5.37,5.37,5.37,5.37,11924500,3220000,1635000,7403500.0,658000.0,,
2017-01-02 11:30:00,2017-01-02,24,5.94,11.63,7.01,7.01,5.22,5.22,5.22,5.22,5.22,5.22,11875500,3167500,1577000,7403500.0,658000.0,,
2017-01-02 12:00:00,2017-01-02,25,5.94,11.63,7.08,7.08,5.06,5.06,5.06,5.06,5.06,5.06,12560500,3140500,1599000,7453500.0,658000.0,,
2017-01-02 12:30:00,2017-01-02,26,5.79,11.63,6.06,6.06,5.04,5.04,5.04,5.04,5.04,5.04,12666500,3082000,1668000,7453500.0,658000.0,,
2017-01-02 13:00:00,2017-01-02,27,5.91,11.63,7.06,7.06,5.17,5.17,5.17,5.17,5.17,5.17,12584000,3109500,1584500,7453500.0,565000.0,,
2017-01-02 13:30:00,2017-01-02,28,5.85,11.63,7.01,7.01,5.17,5.17,5.17,5.17,5.17,5.17,12605500,3089500,1582000,7453500.0,565000.0,,
2017-01-02 14:00:00,2017-01-02,29,5.85,11.63,6.71,6.71,5.17,5.17,5.17,5.17,5.17,5.17,12518000,3110500,1554500,7263500.0,565000.0,,
2017-01-02 14:30:00,2017-01-02,30,5.85,11.63,6.69,6.69,5.26,5.26,5.26,5.26,5.26,5.26,12529000,3052000,1525000,7263500.0,565000.0,,
2017-01-02 15:00:00,2017-01-02,31,5.85,11.64,6.68,6.68,5.61,5.61,5.61,5.61,5.61,5.61,12524000,3086500,1502500,7763500.0,565000.0,,
2017-01-02 15:30:00,2017-01-02,32,5.91,11.64,6.68,6.68,5.75,5.75,5.75,5.75,5.75,5.75,12102000,3155000,1507500,7341000.0,565000.0,,
2017-01-02 16:00:00,2017-01-02,33,6.68,11.64,7.17,7.17,5.91,5.91,5.91,5.91,5.91,5.91,11455500,3315000,1487500,7641000.0,615000.0,,
2017-01-02 16:30:00,2017-01-02,34,7.33,12.1,7.4,7.4,6.0,6.0,6.0,6.0,6.0,6.0,11423000,3429000,1402500,7857000.0,424000.0,,
2017-01-02 17:00:00,2017-01-02,35,7.5,11.64,7.66,7.66,6.11,6.11,6.11,6.11,6.11,6.11,9911500,3410000,1378500,7596000.0,424000.0,,
2017-01-02 17:30:00,2017-01-02,36,8.32,11.64,8.32,8.32,6.11,6.11,6.11,6.11,6.11,6.11,9786500,3398000,1241000,7477000.0,399000.0,,
2017-01-02 18:00:00,2017-01-02,37,7.62,11.63,8.2,8.2,6.11,6.11,6.11,6.11,6.11,6.11,9790000,3377000,1272500,7477000.0,399000.0,,
2017-01-02 18:30:00,2017-01-02,38,7.62,11.63,8.2,8.2,6.11,6.11,6.11,6.11,6.11,6.11,9751000,3345000,1288500,7777000.0,399000.0,,
2017-01-02 19:00:00,2017-01-02,39,7.99,11.63,8.45,8.45,6.11,6.11,6.11,6.11,6.11,6.11,10169000,3299000,1245000,7676500.0,399000.0,,
2017-01-02 19:30:00,2017-01-02,40,7.62,11.63,8.2,8.2,6.11,6.11,6.11,6.11,6.11,6.11,10438000,3246000,1221000,7951500.0,324000.0,,
2017-01-02 20:00:00,2017-01-02,41,7.58,11.63,7.7,7.7,6.11,6.11,6.11,6.11,6.11,6.11,10483000,3163000,1224000,8121500.0,299000.0,,
2017-01-02 20:30:00,2017-01-02,42,7.52,11.63,7.52,7.52,6.11,6.11,6.11,6.11,6.11,6.11,10022500,3093000,1136000,7646500.0,274000.0,,
2017-01-02 21:00:00,2017-01-02,43,7.46,8.67,7.46,7.46,6.11,6.11,6.11,6.11,6.11,6.11,10832500,3012500,1039000,8081500.0,249000.0,,
2017-01-02 21:30:00,2017-01-02,44,7.18,8.43,7.39,7.39,6.11,6.11,6.11,6.11,6.11,6.11,10528000,2886500,1086000,7754500.0,249000.0,,
2017-01-02 22:00:00,2017-01-02,45,7.0,8.42,7.13,7.13,6.11,6.11,6.11,6.11,6.11,6.11,8851500,2833000,939000,7186500.0,249000.0,,
2017-01-02 22:30:00,2017-01-02,46,7.16,8.44,7.39,7.39,6.11,6.11,6.11,6.11,6.11,6.11,8292000,2696500,965500,6573500.0,249000.0,,
2017-01-02 23:00:00,2017-01-02,47,7.02,8.23,7.32,7.32,6.11,6.11,6.11,6.11,6.11,6.11,8099500,2625500,915500,5837000.0,224000.0,,
2017-01-02 23:30:00,2017-01-02,48,6.68,8.23,7.25,7.25,6.11,6.11,6.11,6.11,6.11,6.11,7362000,2565000,950500,5184500.0,199000.0,,
2017-01-03 00:00:00,2017-01-03,1,6.14,8.23,7.25,7.25,5.94,5.94,5.94,5.94,5.94,5.94,4624000,2502500,890500,2285500.0,299000.0,,
2017-01-03 00:30:00,2017-01-03,2,6.11,8.23,6.69,6.69,5.94,5.94,5.94,5.94,5.94,5.94,5413000,2403500,878000,2904500.0,299000.0,,
2017-01-03 01:00:00,2017-01-03,3,6.11,8.23,6.99,6.99,5.94,5.94,5.94,5.94,5.94,5.94,6174500,2375500,871000,3372000.0,299000.0,,
2017-01-03 01:30:00,2017-01-03,4,5.94,8.23,5.93,5.93,5.93,5.93,5.93,5.93,5.93,5.93,6786500,2364500,1038500,3720000.0,299000.0,,
2017-01-03 02:00:00,2017-01-03,5,5.92,8.23,5.92,5.92,5.92,5.92,5.92,5.92,5.92,5.92,7169000,2359000,1034500,3762500.0,249000.0,,
2017-01-03 02:30:00,2017-01-03,6,5.8,8.23,5.8,5.8,5.8,5.8,5.8,5.8,5.8,5.8,7275500,2340000,1150000,3860500.0,224000.0,,
2017-01-03 03:00:00,2017-01-03,7,5.72,8.23,5.72,5.72,5.72,5.72,5.72,5.72,5.72,5.72,7410500,2326000,1141000,3860500.0,224000.0,,
2017-01-03 03:30:00,2017-01-03,8,5.72,8.23,5.72,5.72,5.72,5.72,5.72,5.72,5.72,5.72,7491000,2313000,1130000,3930500.0,224000.0,,
2017-01-03 04:00:00,2017-01-03,9,5.8,8.23,5.72,5.72,5.72,5.72,5.72,5.72,5.72,5.72,7806500,2323000,1237500,4243500.0,224000.0,,
2017-01-03 04:30:00,2017-01-03,10,5.72,8.23,5.72,5.72,5.72,5.72,5.72,5.72,5.72,5.72,7975500,2244500,1172000,4407500.0,224000.0,,
2017-01-03 05:00:00,2017-01-03,11,5.72,8.23,5.72,5.72,5.72,5.72,5.72,5.72,5.72,5.72,8207500,2256500,1139500,4856000.0,274000.0,,
2017-01-03 05:30:00,2017-01-03,12,5.7,8.23,5.69,5.69,5.69,5.69,5.69,5.69,5.69,5.69,8684000,2311000,1203000,5016000.0,324000.0,,
2017-01-03 06:00:00,2017-01-03,13,5.75,8.23,5.75,5.75,5.75,5.75,5.75,5.75,5.75,5.75,8331500,2437000,1231000,5436000.0,374000.0,,
2017-01-03 06:30:00,2017-01-03,14,6.11,8.42,6.69,6.69,5.91,5.91,5.91,5.91,5.91,5.91,8809000,2520500,1151000,5798500.0,399000.0,,
2017-01-03 07:00:00,2017-01-03,15,6.13,8.42,7.17,7.17,5.91,5.91,5.91,5.91,5.91,5.91,8440500,2662000,1174000,6248500.0,399000.0,,
2017-01-03 07:30:00,2017-01-03,16,6.88,8.37,7.09,7.09,5.91,5.91,5.91,5.91,5.91,5.91,8950000,2705000,1218000,6428500.0,399000.0,,
2017-01-03 08:00:00,2017-01-03,17,6.9,8.43,7.32,7.32,5.91,5.91,5.91,5.91,5.91,5.91,10069000,2753500,1369000,6851000.0,399000.0,,
2017-01-03 08:30:00,2017-01-03,18,6.97,9.77,7.37,7.37,5.9,5.9,5.9,5.9,5.9,5.9,10631500,2820000,1523000,7036000.0,434000.0,,
2017-01-03 09:00:00,2017-01-03,19,6.13,11.36,7.13,7.13,5.9,5.9,5.9,5.9,5.9,5.9,11625500,2973000,1671000,7036000.0,434000.0,,
2017-01-03 09:30:00,2017-01-03,20,6.13,9.79,7.08,7.08,5.91,5.91,5.91,5.91,5.91,5.91,11904000,3025000,1719000,7301000.0,434000.0,,
2017-01-03 10:00:00,2017-01-03,21,5.94,9.79,7.28,7.28,5.11,5.11,5.11,5.11,5.11,5.11,13281500,3099000,1692500,7713500.0,668000.0,,
2017-01-03 10:30:00,2017-01-03,22,5.91,9.79,7.01,7.01,5.05,5.05,5.05,5.05,5.05,5.05,13418500,3052500,1671000,7792500.0,668000.0,,
2017-01-03 11:00:00,2017-01-03,23,5.91,9.79,7.06,7.06,4.96,4.96,4.96,4.96,4.96,4.96,14181500,3036500,1682000,7897500.0,668000.0,,
2017-01-03 11:30:00,2017-01-03,24,5.91,9.79,6.69,6.69,4.89,4.89,4.89,4.89,4.89,4.89,13932500,2976000,1628500,7718000.0,668000.0,,
2017-01-03 12:00:00,2017-01-03,25,5.91,9.77,6.69,6.69,4.89,4.89,4.89,4.89,4.89,4.89,14290000,2943500,1601500,7638000.0,668000.0,,
2017-01-03 12:30:00,2017-01-03,26,5.62,9.78,5.8,5.8,4.89,4.89,4.89,4.89,4.89,4.89,14151000,2957000,1677000,7458000.0,668000.0,,
2017-01-03 13:00:00,2017-01-03,27,5.62,9.79,5.86,5.86,4.89,4.89,4.89,4.89,4.89,4.89,14318000,2917000,1633500,7758000.0,668000.0,,
2017-01-03 13:30:00,2017-01-03,28,5.6,11.63,5.75,5.75,4.89,4.89,4.89,4.89,4.89,4.89,14517500,2890000,1591500,7577000.0,668000.0,,
2017-01-03 14:00:00,2017-01-03,29,5.59,9.76,5.71,5.71,4.9,4.9,4.9,4.9,4.9,4.9,13846000,2904500,1621500,7687000.0,668000.0,,
2017-01-03 14:30:00,2017-01-03,30,5.59,11.63,5.72,5.72,5.0,5.0,5.0,5.0,5.0,5.0,14104000,2934500,1624500,7627000.0,668000.0,,
2017-01-03 15:00:00,2017-01-03,31,5.59,11.63,5.65,5.65,5.06,5.06,5.06,5.06,5.06,5.06,13077500,2960000,1622500,7368500.0,668000.0,,
2017-01-03 15:30:00,2017-01-03,32,5.71,11.64,5.71,5.71,5.34,5.34,5.34,5.34,5.34,5.34,12812000,3010500,1614500,6985000.0,508000.0,,
2017-01-03 16:00:00,2017-01-03,33,5.94,11.64,6.1,6.1,5.9,5.9,5.9,5.9,5.9,5.9,10855500,3182500,1724500,6590000.0,473000.0,,
2017-01-03 16:30:00,2017-01-03,34,7.27,11.64,7.33,7.33,5.94,5.94,5.94,5.94,5.94,5.94,10573500,3408500,1660500,6807500.0,448000.0,,
2017-01-03 17:00:00,2017-01-03,35,7.45,11.63,7.44,7.44,7.39,7.39,7.39,7.39,7.39,7.39,9428500,3409000,1563500,6445000.0,398000.0,,
2017-01-03 17:30:00,2017-01-03,36,8.08,11.63,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,9343000,3426000,1574500,6301000.0,348000.0,,
2017-01-03 18:00:00,2017-01-03,37,7.74,11.63,7.48,7.48,7.26,7.26,7.26,7.26,7.26,7.26,9060500,3417500,1493000,6331000.0,378000.0,,
2017-01-03 18:30:00,2017-01-03,38,7.52,11.63,7.52,7.52,7.26,7.26,7.26,7.26,7.26,7.26,9360000,3388000,1467000,6631000.0,378000.0,,
2017-01-03 19:00:00,2017-01-03,39,7.74,11.63,7.54,7.54,7.54,7.54,7.54,7.54,7.54,7.54,9741500,3326000,1491000,6957500.0,328000.0,,
2017-01-03 19:30:00,2017-01-03,40,7.64,11.63,7.54,7.54,7.54,7.54,7.54,7.54,7.54,7.54,9689500,3269000,1444000,7187500.0,278000.0,,
2017-01-03 20:00:00,2017-01-03,41,7.91,10.36,7.74,7.74,7.74,7.74,7.74,7.74,7.74,7.74,9744500,3179000,1487000,7092500.0,228000.0,,
2017-01-03 20:30:00,2017-01-03,42,7.57,8.95,7.57,7.57,7.57,7.57,7.57,7.57,7.57,7.57,9251500,3105000,1435500,6726000.0,273000.0,,
2017-01-03 21:00:00,2017-01-03,43,7.46,8.43,7.46,7.46,7.46,7.46,7.46,7.46,7.46,7.46,9622500,2999500,1315500,6732000.0,273000.0,,
2017-01-03 21:30:00,2017-01-03,44,7.35,8.43,7.35,7.35,7.35,7.35,7.35,7.35,7.35,7.35,8932500,2880500,1265000,6106500.0,323000.0,,
2017-01-03 22:00:00,2017-01-03,45,7.26,8.43,7.38,7.38,7.34,7.34,7.34,7.34,7.34,7.34,7226500,2819000,1133500,5431500.0,378500.0,,
2017-01-03 22:30:00,2017-01-03,46,7.28,8.35,7.35,7.35,6.95,6.95,6.95,6.95,6.95,6.95,6654000,2680500,1120000,4894000.0,378500.0,,
2017-01-03 23:00:00,2017-01-03,47,7.04,8.23,7.4,7.4,6.11,6.11,6.11,6.11,6.11,6.11,6065000,2596500,1113500,4180000.0,378500.0,,
2017-01-03 23:30:00,2017-01-03,48,7.0,8.23,7.32,7.32,6.11,6.11,6.11,6.11,6.11,6.11,5276500,2489000,1080500,3575000.0,378500.0,,
2017-01-04 00:00:00,2017-01-04,1,6.68,8.23,7.17,7.17,6.11,6.11,6.11,6.11,6.11,6.11,4129000,2649000,995000,1533500.0,239000.0,,
2017-01-04 00:30:00,2017-01-04,2,5.92,8.23,5.92,5.92,5.92,5.92,5.92,5.92,5.92,5.92,4780500,2513500,1140500,1939500.0,239000.0,,
2017-01-04 01:00:00,2017-01-04,3,5.91,8.23,5.91,5.91,5.91,5.91,5.91,5.91,5.91,5.91,5625000,2500500,1173000,2477000.0,239000.0,,
2017-01-04 01:30:00,2017-01-04,4,5.94,8.23,5.94,5.94,5.94,5.94,5.94,5.94,5.94,5.94,5911000,2418500,1066000,2945000.0,239000.0,,
2017-01-04 02:00:00,2017-01-04,5,5.94,8.2,5.94,5.94,5.94,5.94,5.94,5.94,5.94,5.94,6818000,2381000,971000,3375500.0,239000.0,,
2017-01-04 02:30:00,2017-01-04,6,5.94,7.89,5.94,5.94,5.94,5.94,5.94,5.94,5.94,5.94,7027500,2335000,961000,3525500.0,184000.0,,
2017-01-04 03:00:00,2017-01-04,7,5.94,7.84,5.94,5.94,5.94,5.94,5.94,5.94,5.94,5.94,7008000,2342000,964000,3595500.0,184000.0,,
2017-01-04 03:30:00,2017-01-04,8,5.94,7.82,5.94,5.94,5.94,5.94,5.94,5.94,5.94,5.94,7057000,2336500,964000,3633000.0,184000.0,,
2017-01-04 04:00:00,2017-01-04,9,6.11,8.2,6.11,6.11,6.11,6.11,6.11,6.11,6.11,6.11,7338500,2525000,930000,3876000.0,184000.0,,
2017-01-04 04:30:00,2017-01-04,10,6.11,8.23,5.94,5.94,5.94,5.94,5.94,5.94,5.94,5.94,7276500,2457500,940000,3876000.0,184000.0,,
2017-01-04 05:00:00,2017-01-04,11,6.11,8.23,6.11,6.11,6.11,6.11,6.11,6.11,6.11,6.11,6978000,2509000,928500,4176000.0,184000.0,,
