datetime,Date,PeriodID,System Price Yen/kWh,Hokkaido Yen/kWh,Tohoku Yen/kWh,Tokyo Yen/kWh,Chuubu Yen/kWh,Hokuriku Yen/kWh,Kansai Yen/kWh,Chuugoku Yen/kWh,Kyushu Yen/kWh,Shikoku Yen/kWh,Sell Bid Volume kWh,Buy Bid Volume kWh,Contracted Total Volume kWh,Sell Block Bid Total Volume kWh,Sell Block Contracted Total Volume kWh,Buy Block Bid Total Volume kWh,Buy Block Contracted Total Volume kWh
2021-01-01 00:00:00,2021-01-01,1,40.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,16002350,22368100,16001950,2950000.0,2950000.0,1011150.0,478500.0
2021-01-01 00:30:00,2021-01-01,2,35.0,40.0,40.0,40.0,30.0,30.0,30.0,30.0,30.0,30.0,15988000,22081150,15988000,3122200.0,3122200.0,1177750.0,478500.0
2021-01-01 01:00:00,2021-01-01,3,35.0,37.13,37.13,37.13,30.0,30.0,30.0,30.0,30.0,30.0,15798500,22025600,15798500,3143000.0,3143000.0,1421700.0,523450.0
2021-01-01 01:30:00,2021-01-01,4,30.0,35.0,35.0,35.0,25.0,25.0,25.0,25.0,25.0,25.0,15828200,22066800,15828200,3143900.0,3143900.0,1649350.0,522600.0
2021-01-01 02:00:00,2021-01-01,5,25.02,35.0,35.0,35.0,30.0,30.0,30.0,30.0,30.0,30.0,15604350,21937100,15604350,3114200.0,3114200.0,1881000.0,522150.0
2021-01-01 02:30:00,2021-01-01,6,28.0,35.0,35.0,35.0,25.0,25.0,25.0,25.0,25.0,25.0,15678200,21997800,15678200,3111850.0,3111850.0,2093500.0,521650.0
2021-01-01 03:00:00,2021-01-01,7,25.0,30.0,30.0,30.0,25.0,25.0,25.0,25.0,25.0,25.0,15701850,22190050,15701850,3109900.0,3109900.0,2291900.0,522000.0
2021-01-01 03:30:00,2021-01-01,8,25.0,28.0,28.0,28.0,20.0,20.0,20.0,20.0,20.0,20.0,15866600,22152450,15866250,3109400.0,3109400.0,2291200.0,521800.0
2021-01-01 04:00:00,2021-01-01,9,25.0,35.0,35.0,35.0,15.19,15.19,15.19,15.19,15.19,15.19,15857050,22131100,15856950,3139850.0,3139850.0,2274000.0,521550.0
2021-01-01 04:30:00,2021-01-01,10,25.0,35.0,35.0,35.0,14.97,14.97,14.97,14.97,14.97,14.97,15968450,22045250,15968350,3249750.0,3249750.0,2257850.0,521900.0
2021-01-01 05:00:00,2021-01-01,11,25.0,25.02,25.02,25.02,14.97,14.97,14.97,14.97,14.97,14.97,16049900,21838800,16049800,3239400.0,3239400.0,2007000.0,522550.0
2021-01-01 05:30:00,2021-01-01,12,20.02,28.0,28.0,28.0,14.97,14.97,14.97,14.97,14.97,14.97,16146300,21550500,16146200,3201600.0,3201600.0,1790450.0,550500.0
2021-01-01 06:00:00,2021-01-01,13,25.0,28.0,28.0,28.0,15.19,15.19,15.19,15.19,15.19,15.19,16373850,21420650,16308550,3130550.0,3130550.0,1508400.0,581500.0
2021-01-01 06:30:00,2021-01-01,14,28.0,28.0,28.0,28.0,20.0,20.0,20.0,20.0,20.0,20.0,16296100,21484850,16291450,3134750.0,3134750.0,1348550.0,568100.0
2021-01-01 07:00:00,2021-01-01,15,28.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,16402650,21839000,16402650,3141250.0,3141250.0,1177500.0,569250.0
